episode,game,exploration,explored,safe,MA_explored,MA_safe
232,[65]_forecast_horizon=[13],9.6,-130.0,48.7,-20.5,26.6
233,[67]_forecast_horizon=[12],9.5,9.3,31.9,-18.7,26.9
234,[69]_forecast_horizon=[12],9.4,29.1,23.5,-17.6,26.9
235,[71]_forecast_horizon=[17],9.3,5.0,17.1,-16.6,26.6
236,[73]_forecast_horizon=[12],9.2,33.8,62.6,-16.0,26.6
237,[75]_forecast_horizon=[26],9.1,-39.3,37.4,-16.6,26.9
238,[77]_forecast_horizon=[18],9.1,-90.7,0.0,-16.6,26.9
239,[79]_forecast_horizon=[10],9.0,20.0,-11.3,-16.0,26.9
240,[81]_forecast_horizon=[14],8.9,52.9,44.0,-16.0,26.9
241,[83]_forecast_horizon=[18],8.8,29.9,33.0,-16.0,26.9
242,[85]_forecast_horizon=[11],8.7,17.0,40.8,-12.9,26.9
243,[87]_forecast_horizon=[23],8.6,-8.6,-5.8,-9.2,26.6
244,[89]_forecast_horizon=[25],8.5,-56.0,44.5,-9.2,26.9
245,[91]_forecast_horizon=[14],8.4,-50.0,0.0,-12.9,26.9
246,[93]_forecast_horizon=[15],8.4,20.7,13.3,-9.2,26.6
247,[95]_forecast_horizon=[27],8.3,-22.0,37.2,-12.9,26.6
248,[97]_forecast_horizon=[15],8.2,42.5,25.5,-12.9,26.6
249,[99]_forecast_horizon=[27],8.1,34.4,42.1,-12.9,26.6
250,[1]_forecast_horizon=[23],8.0,7.4,20.5,-12.9,26.6
251,[3]_forecast_horizon=[29],7.9,44.8,39.4,-9.2,26.9
252,[5]_forecast_horizon=[26],7.9,-65.3,25.8,-9.2,26.9
253,[7]_forecast_horizon=[10],7.8,31.1,0.9,-7.7,26.9
254,[9]_forecast_horizon=[15],7.7,-20.4,-25.9,-7.7,26.9
255,[11]_forecast_horizon=[13],7.6,55.9,57.3,-7.7,26.9
256,[13]_forecast_horizon=[22],7.6,-5.3,9.6,-6.8,26.6
257,[15]_forecast_horizon=[27],7.5,18.3,26.0,-6.0,26.2
258,[17]_forecast_horizon=[18],7.4,62.3,56.0,-6.0,26.6
259,[19]_forecast_horizon=[18],7.3,-7.5,17.7,-6.0,26.2
260,[21]_forecast_horizon=[18],7.3,30.9,35.8,-5.1,26.6
261,[23]_forecast_horizon=[15],7.2,-43.5,26.7,-5.1,26.6
262,[25]_forecast_horizon=[12],7.1,43.0,50.6,-3.7,26.6
263,[27]_forecast_horizon=[25],7.0,-4.1,49.3,-3.3,26.6
264,[29]_forecast_horizon=[23],7.0,67.3,-14.8,-3.3,26.6
265,[31]_forecast_horizon=[14],6.9,-42.8,10.1,-3.3,26.6
266,[33]_forecast_horizon=[10],6.8,44.9,-5.0,-1.8,26.6
267,[35]_forecast_horizon=[22],6.8,56.8,1.8,-1.8,26.2
268,[37]_forecast_horizon=[19],6.7,50.1,11.7,0.9,26.2
269,[39]_forecast_horizon=[24],6.6,-13.9,-9.3,0.9,26.2
270,[41]_forecast_horizon=[19],6.6,-6.1,49.8,0.9,26.6
271,[43]_forecast_horizon=[15],6.5,41.8,34.6,0.9,26.6
272,[45]_forecast_horizon=[27],6.4,59.9,-16.7,3.5,26.6
273,[47]_forecast_horizon=[28],6.4,5.0,28.8,3.5,26.9
274,[49]_forecast_horizon=[17],6.3,32.3,20.2,3.5,26.9
275,[51]_forecast_horizon=[28],6.2,16.0,49.5,3.5,26.9
276,[53]_forecast_horizon=[26],6.2,13.6,93.2,4.6,26.9
277,[55]_forecast_horizon=[20],6.1,68.3,10.5,4.6,26.6
278,[57]_forecast_horizon=[22],6.1,11.6,-13.5,4.6,26.6
279,[59]_forecast_horizon=[21],6.0,-8.2,1.5,4.6,26.6
280,[61]_forecast_horizon=[11],5.9,-48.3,30.5,4.6,26.9
281,[63]_forecast_horizon=[24],5.9,-75.7,27.2,4.6,26.9
282,[65]_forecast_horizon=[13],5.8,-30.0,26.3,4.6,26.9
283,[67]_forecast_horizon=[12],5.8,9.3,15.7,5.0,26.5
284,[69]_forecast_horizon=[12],5.7,6.5,34.5,5.0,26.5
285,[71]_forecast_horizon=[17],5.6,40.0,42.2,5.8,26.9
286,[73]_forecast_horizon=[12],5.6,33.8,58.1,5.8,27.2
287,[75]_forecast_horizon=[26],5.5,45.9,35.3,6.9,28.0
288,[77]_forecast_horizon=[18],5.5,-6.9,0.0,6.9,28.0
289,[79]_forecast_horizon=[10],5.4,66.4,8.6,6.9,28.0
290,[81]_forecast_horizon=[14],5.4,51.9,44.0,6.9,28.0
291,[83]_forecast_horizon=[18],5.3,-1.5,76.2,6.9,28.0
292,[85]_forecast_horizon=[11],5.3,29.0,13.3,7.5,28.0
293,[87]_forecast_horizon=[23],5.2,9.0,76.9,8.3,29.7
294,[89]_forecast_horizon=[25],5.2,-9.5,31.1,8.3,30.8
295,[91]_forecast_horizon=[14],5.1,12.7,15.3,9.1,30.8
296,[93]_forecast_horizon=[15],5.1,17.3,26.6,9.1,29.7
297,[95]_forecast_horizon=[27],5.0,24.3,31.8,9.1,29.7
298,[97]_forecast_horizon=[15],5.0,29.2,0.2,9.1,28.0
299,[99]_forecast_horizon=[27],4.9,45.8,44.5,9.3,28.0
300,[1]_forecast_horizon=[23],4.9,2.4,-20.9,9.3,28.0
301,[3]_forecast_horizon=[29],4.8,71.4,39.4,9.3,29.7
302,[5]_forecast_horizon=[26],4.8,8.6,32.7,9.3,29.7
303,[7]_forecast_horizon=[10],4.7,59.3,22.4,10.5,28.0
304,[9]_forecast_horizon=[15],4.7,24.0,-12.9,12.2,28.0
305,[11]_forecast_horizon=[13],4.6,31.2,73.2,12.2,28.0
306,[13]_forecast_horizon=[22],4.6,15.4,14.1,12.2,28.0
307,[15]_forecast_horizon=[27],4.5,23.6,43.0,13.1,28.0
308,[17]_forecast_horizon=[18],4.5,77.6,37.9,13.1,28.0
309,[19]_forecast_horizon=[18],4.4,17.0,11.0,14.5,27.2
310,[21]_forecast_horizon=[18],4.4,29.2,55.9,15.7,27.2
311,[23]_forecast_horizon=[15],4.3,-9.1,74.2,15.7,27.2
312,[25]_forecast_horizon=[12],4.3,56.2,59.8,15.7,28.0
313,[27]_forecast_horizon=[25],4.3,10.3,49.3,15.7,28.0
314,[29]_forecast_horizon=[23],4.2,70.3,-41.6,15.7,28.0
315,[31]_forecast_horizon=[14],4.2,-66.7,-0.1,15.7,28.0
316,[33]_forecast_horizon=[10],4.1,57.5,-7.9,16.5,28.0
317,[35]_forecast_horizon=[22],4.1,51.9,13.8,16.5,27.2
318,[37]_forecast_horizon=[19],4.1,25.8,4.6,17.0,27.2
319,[39]_forecast_horizon=[24],4.0,69.1,81.4,17.2,27.2
320,[41]_forecast_horizon=[19],4.0,31.8,42.0,17.8,27.2
321,[43]_forecast_horizon=[15],3.9,48.5,22.5,19.2,27.2
322,[45]_forecast_horizon=[27],3.9,57.2,16.7,20.4,27.0
323,[47]_forecast_horizon=[28],3.9,41.7,0.0,20.4,27.0
324,[49]_forecast_horizon=[17],3.8,80.4,22.5,20.4,27.0
325,[51]_forecast_horizon=[28],3.8,32.0,44.4,22.1,27.0
326,[53]_forecast_horizon=[26],3.7,28.1,93.2,23.8,27.0
327,[55]_forecast_horizon=[20],3.7,47.3,12.0,23.8,26.6
328,[57]_forecast_horizon=[22],3.7,38.5,-27.0,23.8,26.6
329,[59]_forecast_horizon=[21],3.6,-84.4,0.4,23.8,26.4
330,[61]_forecast_horizon=[11],3.6,25.2,36.3,24.1,26.4
331,[63]_forecast_horizon=[24],3.6,-153.0,36.4,24.1,26.4
332,[65]_forecast_horizon=[13],3.5,-49.9,39.5,24.1,26.4
333,[67]_forecast_horizon=[12],3.5,-27.2,8.5,24.1,26.1
334,[69]_forecast_horizon=[12],3.4,49.3,34.5,24.1,26.4
335,[71]_forecast_horizon=[17],3.4,-21.1,-5.3,24.1,26.4
336,[73]_forecast_horizon=[12],3.4,49.7,35.7,24.1,26.4
337,[75]_forecast_horizon=[26],3.3,53.0,31.3,24.7,26.4
338,[77]_forecast_horizon=[18],3.3,-86.6,-48.7,24.7,26.4
339,[79]_forecast_horizon=[10],3.3,60.7,5.4,25.5,26.4
340,[81]_forecast_horizon=[14],3.2,55.3,34.4,25.5,26.4
341,[83]_forecast_horizon=[18],3.2,-1.4,46.1,24.7,26.4
342,[85]_forecast_horizon=[11],3.2,6.0,15.7,24.7,26.1
343,[87]_forecast_horizon=[23],3.2,-8.4,23.1,24.7,26.1
344,[89]_forecast_horizon=[25],3.1,-33.4,26.8,24.7,26.1
345,[91]_forecast_horizon=[14],3.1,19.3,25.1,24.7,26.1
346,[93]_forecast_horizon=[15],3.1,31.6,21.4,25.5,26.1
347,[95]_forecast_horizon=[27],3.0,48.2,31.8,26.9,26.1
348,[97]_forecast_horizon=[15],3.0,31.0,61.3,26.9,26.4
349,[99]_forecast_horizon=[27],3.0,18.8,60.7,25.5,26.4
350,[1]_forecast_horizon=[23],2.9,35.7,-23.8,26.9,26.4
351,[3]_forecast_horizon=[29],2.9,59.2,26.7,26.9,26.4
352,[5]_forecast_horizon=[26],2.9,-41.4,46.3,26.9,26.6
353,[7]_forecast_horizon=[10],2.9,40.5,24.3,26.9,26.6
354,[9]_forecast_horizon=[15],2.8,24.9,6.2,26.9,26.6
355,[11]_forecast_horizon=[13],2.8,42.6,85.3,26.9,26.6
356,[13]_forecast_horizon=[22],2.8,15.4,38.2,26.9,26.7
357,[15]_forecast_horizon=[27],2.7,31.9,15.3,28.5,26.7
